Lat,Lon,City,State,Highlight,Decade,Count,Links
42.292233,-89.116118,"Rockford","Illinois","All","1960",1,0
41.308,-72.9286,"New Haven","Connecticut","All","1960",6,0
40.694741,-73.737445,"Cambria Heights","New York","All","1970",1,0
40.694741,-73.737445,"Cambria Heights","New York","Music","1970",1,0
40.694741,-73.737445,"Cambria Heights","New York","Music","1980",1,0
40.694741,-73.737445,"Cambria Heights","New York","All","1990",1,0
40.694741,-73.737445,"Cambria Heights","New York","Music","1990",1,0
40.694741,-73.737445,"Cambria Heights","New York","Music","All",1,0
42.279379,-83.783998,"Ann Arbor","Michigan","All","1980",4,0
42.279379,-83.783998,"Ann Arbor","Michigan","Civil rights","1980",1,0
38.885187,-77.323345,"Oakton","Virginia","All","All",1,0
38.885187,-77.323345,"Oakton","Virginia","All","1990",1,0
41.4918,-81.6757,"Cleveland","Ohio","All","1940",7,0
39.29463,-76.625203,"Baltimore","Maryland","Art","1990",1,0
39.29463,-76.625203,"Baltimore","Maryland","Music","1990",1,0
39.29463,-76.625203,"Baltimore","Maryland","Poetry","1990",1,0
39.29463,-76.625203,"Baltimore","Maryland","Art","All",2,0
39.29463,-76.625203,"Baltimore","Maryland","Music","All",3,0
39.29463,-76.625203,"Baltimore","Maryland","Poetry","All",4,0
41.032955,-73.765231,"White Plains","New York","All","All",2,0
41.032955,-73.765231,"White Plains","New York","All","1970",1,0
42.347429,-83.060398,"Detroit","Michigan","Civil rights","1970",1,0
42.347429,-83.060398,"Detroit","Michigan","Education","1970",1,0
42.347429,-83.060398,"Detroit","Michigan","Music","1970",1,0
42.347429,-83.060398,"Detroit","Michigan","Education","All",4,0
42.347429,-83.060398,"Detroit","Michigan","Music","All",2,0
37.621944,-122.381944,"San Francisco","California","Civil rights","1960",4,0
37.621944,-122.381944,"San Francisco","California","Civil rights","All",4,0
37.725662,-88.929447,"Marion","Illinois","All","All",1,0
37.725662,-88.929447,"Marion","Illinois","All","1970",1,0
37.725662,-88.929447,"Marion","Illinois","Poetry","1970",1,0
37.725662,-88.929447,"Marion","Illinois","Poetry","All",1,0
46.061373,-118.331544,"Walla Walla","Washington","All","All",1,0
46.061373,-118.331544,"Walla Walla","Washington","All","1970",1,0
33.973093,-118.247896,"Los Angeles","California","Civil rights","1980",1,0
33.973093,-118.247896,"Los Angeles","California","Education","1980",3,0
33.973093,-118.247896,"Los Angeles","California","Health","1980",3,0
33.973093,-118.247896,"Los Angeles","California","Civil rights","All",11,0
33.973093,-118.247896,"Los Angeles","California","Education","All",7,0
33.973093,-118.247896,"Los Angeles","California","Health","All",8,0
42.377045,-71.125611,"Cambridge","Massachusetts","All","1970",4,0
40.2169,-74.7433,"Trenton","New Jersey","All","All",6,0
40.2169,-74.7433,"Trenton","New Jersey","All","1970",2,0
38.2435,-85.7639,"Louisville","Kentucky","All","1960",4,0
42.237398,-87.848154,"Lake Forest","Illinois","All","All",1,0
42.237398,-87.848154,"Lake Forest","Illinois","All","1960",1,0
42.237398,-87.848154,"Lake Forest","Illinois","All","1970",1,0
40.109522,-88.203631,"Urbana","Illinois","All","1960",2,0
40.6854,-89.5953,"Peoria","Illinois","All","All",5,0
40.6854,-89.5953,"Peoria","Illinois","All","1960",2,0
40.6854,-89.5953,"Peoria","Illinois","Civil rights","1960",1,0
40.6854,-89.5953,"Peoria","Illinois","Civil rights","All",1,0
47.611435,-122.330456,"Seattle","Washington","All","1970",7,0
39.214103,-76.878807,"Columbia","Maryland","All","All",2,0
39.214103,-76.878807,"Columbia","Maryland","All","1980",1,0
40.74838,-73.996705,"New York","New York","Culture","1990",3,0
39.0838,-77.153,"Rockville","Maryland","All","All",2,0
39.0838,-77.153,"Rockville","Maryland","All","1990",2,0
29.960484,-90.075301,"New Orleans","Louisiana","All","1860",5,0
45.443343,-122.775974,"Portland","Oregon","History","1970",1,0
45.443343,-122.775974,"Portland","Oregon","History","All",1,0
29.960484,-90.075301,"New Orleans","Louisiana","History","1970",1,0
39.29463,-76.625203,"Baltimore","Maryland","Poetry","1970",2,0
29.7652,-95.3657,"Houston","Texas","Civil rights","1960",1,0
29.7652,-95.3657,"Houston","Texas","Civil rights","All",1,0
41.6005,-93.6088,"Des Moines","Iowa","All","All",8,0
41.6005,-93.6088,"Des Moines","Iowa","All","1970",2,0
29.960484,-90.075301,"New Orleans","Louisiana","Poetry","1970",3,0
35.996725,-78.896613,"Durham","North Carolina","All","1980",5,0
35.996725,-78.896613,"Durham","North Carolina","Music","1980",1,0
35.996725,-78.896613,"Durham","North Carolina","Music","All",1,0
37.560493,-121.999935,"Fremont","California","All","All",1,0
37.560493,-121.999935,"Fremont","California","All","1990",1,0
37.560493,-121.999935,"Fremont","California","Comic","1990",1,0
37.560493,-121.999935,"Fremont","California","Comic","All",1,0
38.2435,-85.7639,"Louisville","Kentucky","Health","1970",1,0
38.2435,-85.7639,"Louisville","Kentucky","Music","1970",1,0
38.2435,-85.7639,"Louisville","Kentucky","Health","All",2,0
38.2435,-85.7639,"Louisville","Kentucky","Music","All",1,0
37.780595,-122.216587,"Oakland","California","Education","1960",1,0
37.780595,-122.216587,"Oakland","California","History","1960",1,0
37.780595,-122.216587,"Oakland","California","History","All",3,0
37.922256,-122.513202,"Corte Madera","California","All","All",1,0
37.922256,-122.513202,"Corte Madera","California","All","1970",1,0
35.9609,-83.9189,"Knoxville","Tennessee","All","1970",1,0
40.489073,-74.448193,"New Brunswick","New Jersey","All","1970",2,0
40.489073,-74.448193,"New Brunswick","New Jersey","All","1980",2,0
33.7564,-84.3918,"Atlanta","Georgia","Health","1980",2,0
33.7564,-84.3918,"Atlanta","Georgia","Poetry","1980",5,0
33.7564,-84.3918,"Atlanta","Georgia","Poetry","All",19,0
41.885847,-87.618123,"Chicago","Illinois","Art","1980",6,0
37.780595,-122.216587,"Oakland","California","Education","1970",2,0
37.780595,-122.216587,"Oakland","California","Health","1970",1,0
37.780595,-122.216587,"Oakland","California","Poetry","1970",2,0
37.780595,-122.216587,"Oakland","California","Health","All",1,0
41.885847,-87.618123,"Chicago","Illinois","Music","1950",1,0
41.885847,-87.618123,"Chicago","Illinois","Music","1960",2,0
29.960484,-90.075301,"New Orleans","Louisiana","Poetry","1960",4,0
39.716111,-83.877778,"Wilberforce","Ohio","All","1960",6,0
39.716111,-83.877778,"Wilberforce","Ohio","Poetry","1960",2,0
39.716111,-83.877778,"Wilberforce","Ohio","Poetry","All",8,0
42.2986,-71.3016,"Wellesley","Massachusetts","All","All",3,0
42.2986,-71.3016,"Wellesley","Massachusetts","All","1970",1,0
38.938176,-92.304865,"Columbia","Missouri","All","1970",1,0
38.938176,-92.304865,"Columbia","Missouri","All","1980",1,0
40.474536,-79.952524,"Pittsburgh","Pennsylvania","All","1980",5,0
40.801944,-77.856667,"University Park","Pennsylvania","All","All",1,0
40.801944,-77.856667,"University Park","Pennsylvania","All","1980",1,0
40.801944,-77.856667,"University Park","Pennsylvania","Education","1980",1,0
40.801944,-77.856667,"University Park","Pennsylvania","Education","All",1,0
40.105155,-83.010069,"Columbus","Ohio","All","1980",3,0
40.105155,-83.010069,"Columbus","Ohio","Art","1980",1,0
40.105155,-83.010069,"Columbus","Ohio","Culture","1980",1,0
40.105155,-83.010069,"Columbus","Ohio","Health","1980",1,0
40.105155,-83.010069,"Columbus","Ohio","Music","1980",1,0
40.105155,-83.010069,"Columbus","Ohio","Art","All",3,0
40.105155,-83.010069,"Columbus","Ohio","Culture","All",1,0
40.105155,-83.010069,"Columbus","Ohio","Health","All",1,0
40.105155,-83.010069,"Columbus","Ohio","Music","All",1,0
41.168343,-96.209633,"Omaha","Nebraska","All","1970",2,0
34.0004,-81.033418,"Columbia","South Carolina","All","1980",1,0
32.790439,-96.80439,"Dallas","Texas","All","1970",11,0
35.996725,-78.896613,"Durham","North Carolina","Poetry","1960",2,0
35.996725,-78.896613,"Durham","North Carolina","Poetry","All",2,0
40.111017,-88.240747,"Champaign","Illinois","All","1990",2,0
40.111017,-88.240747,"Champaign","Illinois","Culture","1990",1,0
40.111017,-88.240747,"Champaign","Illinois","Poetry","1990",1,0
40.111017,-88.240747,"Champaign","Illinois","Culture","All",1,0
40.111017,-88.240747,"Champaign","Illinois","Poetry","All",1,0
37.8691,-122.2696,"Berkeley","California","Civil rights","1970",1,0
37.8691,-122.2696,"Berkeley","California","History","1970",4,0
37.8691,-122.2696,"Berkeley","California","Poetry","1970",6,0
37.8691,-122.2696,"Berkeley","California","Civil rights","All",2,0
29.7652,-95.3657,"Houston","Texas","All","1990",13,0
29.7652,-95.3657,"Houston","Texas","Art","1990",1,0
29.7652,-95.3657,"Houston","Texas","Health","1990",1,0
29.7652,-95.3657,"Houston","Texas","Art","All",3,0
29.7652,-95.3657,"Houston","Texas","Health","All",1,0
40.1162,-75.0141,"Philadelphia","Pennsylvania","Poetry","1970",2,0
33.1951,-117.3776,"Oceanside","California","All","All",1,0
33.1951,-117.3776,"Oceanside","California","All","1970",1,0
40.136976,-87.621737,"Danville","Illinois","All","All",1,0
40.136976,-87.621737,"Danville","Illinois","All","1960",1,0
40.136976,-87.621737,"Danville","Illinois","Poetry","1960",1,0
40.136976,-87.621737,"Danville","Illinois","Poetry","All",1,0
34.419668,-119.70782,"Santa Barbara","California","All","1970",1,0
34.419668,-119.70782,"Santa Barbara","California","Education","1970",1,0
34.419668,-119.70782,"Santa Barbara","California","Education","All",2,0
40.7308,-74.1744,"Newark","New Jersey","All","1970",11,0
33.9924,-117.369421,"Riverside","California","All","All",4,0
33.9924,-117.369421,"Riverside","California","All","1970",2,0
40.55152,-74.458996,"Piscataway","New Jersey","All","All",3,0
40.55152,-74.458996,"Piscataway","New Jersey","All","1970",1,0
35.473,-97.5177,"Oklahoma City","Oklahoma","All","All",2,0
35.473,-97.5177,"Oklahoma City","Oklahoma","All","1970",1,0
42.173587,-71.051392,"Randolph","Massachusetts","All","All",1,0
42.173587,-71.051392,"Randolph","Massachusetts","All","1990",1,0
42.2986,-71.3016,"Wellesley","Massachusetts","All","1980",1,0
42.2986,-71.3016,"Wellesley","Massachusetts","Education","1980",1,0
42.2986,-71.3016,"Wellesley","Massachusetts","Education","All",1,0
42.106,-72.5977,"Springfield","Massachusetts","All","All",5,0
42.106,-72.5977,"Springfield","Massachusetts","All","1970",2,0
42.106,-72.5977,"Springfield","Massachusetts","Education","1970",1,0
42.106,-72.5977,"Springfield","Massachusetts","Poetry","1970",1,0
42.106,-72.5977,"Springfield","Massachusetts","Education","All",1,0
42.106,-72.5977,"Springfield","Massachusetts","Poetry","All",1,0
40.7308,-74.1744,"Newark","New Jersey","Education","1970",4,0
40.7308,-74.1744,"Newark","New Jersey","Education","All",4,0
38.823802,-97.608787,"Salina","Kansas","All","All",2,0
38.823802,-97.608787,"Salina","Kansas","All","1970",1,0
41.885847,-87.618123,"Chicago","Illinois","Culture","1940",1,0
41.885847,-87.618123,"Chicago","Illinois","Education","1940",3,0
41.885847,-87.618123,"Chicago","Illinois","History","1940",4,0
41.885847,-87.618123,"Chicago","Illinois","Culture","1950",1,0
41.885847,-87.618123,"Chicago","Illinois","Education","1950",4,0
41.885847,-87.618123,"Chicago","Illinois","History","1950",1,0
41.885847,-87.618123,"Chicago","Illinois","Poetry","1950",1,0
41.885847,-87.618123,"Chicago","Illinois","Culture","1960",1,0
41.885847,-87.618123,"Chicago","Illinois","Culture","1970",2,0
41.885847,-87.618123,"Chicago","Illinois","Culture","All",3,0
40.1162,-75.0141,"Philadelphia","Pennsylvania","Poetry","1980",2,0
37.5594,-77.4472,"Richmond","Virginia","All","1960",9,0
37.5594,-77.4472,"Richmond","Virginia","Education","1960",7,0
37.5594,-77.4472,"Richmond","Virginia","Education","All",11,0
33.973093,-118.247896,"Los Angeles","California","Poetry","1970",2,0
41.491317,-90.564796,"Rock Island","Illinois","All","All",1,0
41.491317,-90.564796,"Rock Island","Illinois","All","1990",1,0
29.645029,-82.310046,"Gainesville","Florida","All","All",9,0
29.645029,-82.310046,"Gainesville","Florida","All","1990",5,0
41.4957,-87.350932,"Merrillville","Indiana","Comic","1980",1,0
41.4957,-87.350932,"Merrillville","Indiana","Comic","All",1,0
43.0343,-87.9151,"Milwaukee","Wisconsin","All","1960",13,0
38.938176,-92.304865,"Columbia","Missouri","All","1960",2,0
29.960484,-90.075301,"New Orleans","Louisiana","Poetry","1980",3,0
40.900257,-73.125085,"Stony Brook","New York","All","All",1,0
40.900257,-73.125085,"Stony Brook","New York","All","1970",1,0
40.900257,-73.125085,"Stony Brook","New York","Civil rights","1970",1,0
40.900257,-73.125085,"Stony Brook","New York","All","1980",1,0
40.900257,-73.125085,"Stony Brook","New York","Civil rights","1980",1,0
40.900257,-73.125085,"Stony Brook","New York","All","1990",1,0
40.900257,-73.125085,"Stony Brook","New York","Civil rights","1990",1,0
40.900257,-73.125085,"Stony Brook","New York","Civil rights","All",1,0
33.7564,-84.3918,"Atlanta","Georgia","Civil rights","1970",6,0
33.7564,-84.3918,"Atlanta","Georgia","Education","1970",8,0
33.7564,-84.3918,"Atlanta","Georgia","Civil rights","All",14,0
29.7652,-95.3657,"Houston","Texas","Music","1990",3,0
29.7652,-95.3657,"Houston","Texas","Music","All",4,0
38.887103,-77.093197,"Arlington","Virginia","All","1990",2,0
37.621944,-122.381944,"San Francisco","California","Art","1980",2,0
37.621944,-122.381944,"San Francisco","California","Culture","1980",1,0
37.621944,-122.381944,"San Francisco","California","Culture","All",1,0
42.254522,-84.387476,"Jackson","Michigan","All","All",2,0
42.254522,-84.387476,"Jackson","Michigan","All","1960",1,0
33.973093,-118.247896,"Los Angeles","California","Health","1990",4,0
36.167028,-86.778441,"Nashville","Tennessee","All","1940",11,0
40.654755,-73.609688,"Baldwin","New York","All","All",1,0
40.654755,-73.609688,"Baldwin","New York","All","1990",1,0
40.654755,-73.609688,"Baldwin","New York","Comic","1990",1,0
40.654755,-73.609688,"Baldwin","New York","Comic","All",1,0
37.249512,-81.325114,"Bluefield","Virginia","All","All",3,0
37.249512,-81.325114,"Bluefield","Virginia","All","1990",1,0
32.2999,-90.1843,"Jackson","Mississippi","All","1940",5,0
30.363875,-84.805433,"Hosford","Florida","All","All",1,0
30.363875,-84.805433,"Hosford","Florida","All","1930",1,0
42.076462,-87.724572,"Wilmette","Illinois","All","All",1,0
42.076462,-87.724572,"Wilmette","Illinois","All","1960",1,0
42.076462,-87.724572,"Wilmette","Illinois","Music","1960",1,0
42.076462,-87.724572,"Wilmette","Illinois","All","1970",1,0
42.076462,-87.724572,"Wilmette","Illinois","Music","1970",1,0
42.076462,-87.724572,"Wilmette","Illinois","Music","All",1,0
38.192831,-84.88061,"Frankfort","Kentucky","All","All",2,0
38.192831,-84.88061,"Frankfort","Kentucky","All","1890",1,0
42.357603,-71.068432,"Boston","Massachusetts","All","1920",6,0
37.249512,-81.325114,"Bluefield","Virginia","All","1920",2,0
43.0343,-87.9151,"Milwaukee","Wisconsin","Music","1990",5,0
43.0343,-87.9151,"Milwaukee","Wisconsin","Music","All",6,0
43.0459,-76.1528,"Syracuse","New York","All","1990",1,0
43.0459,-76.1528,"Syracuse","New York","Music","1990",1,0
43.0459,-76.1528,"Syracuse","New York","Music","All",1,0
33.7705,-118.1885,"Long Beach","California","All","All",6,0
33.7705,-118.1885,"Long Beach","California","All","1980",3,0
33.7705,-118.1885,"Long Beach","California","Music","1980",1,0
33.7705,-118.1885,"Long Beach","California","Music","All",1,0
31.54924,-91.364214,"Natchez","Mississippi","All","All",2,0
31.54924,-91.364214,"Natchez","Mississippi","All","1960",1,0
35.0337,-89.9343,"Memphis","Tennessee","All","1900",2,0
30.7947,-95.5337,"Huntsville","Texas","All","All",2,0
30.7947,-95.5337,"Huntsville","Texas","All","1990",1,0
39.019106,-77.007613,"Silver Spring","Maryland","All","All",4,0
39.019106,-77.007613,"Silver Spring","Maryland","All","1980",3,0
39.019106,-77.007613,"Silver Spring","Maryland","Health","1980",1,0
39.019106,-77.007613,"Silver Spring","Maryland","Health","All",1,0
35.491328,-96.470386,"Boley","Oklahoma","All","1910",2,0
35.491328,-96.470386,"Boley","Oklahoma","All","1920",2,0
37.621944,-122.381944,"San Francisco","California","Music","1990",5,0
37.621944,-122.381944,"San Francisco","California","Music","All",7,0
42.463758,-123.345727,"Grants Pass","Oregon","All","All",1,0
42.463758,-123.345727,"Grants Pass","Oregon","All","1990",1,0
36.167028,-86.778441,"Nashville","Tennessee","All","1930",13,0
32.790439,-96.80439,"Dallas","Texas","All","1920",2,0
32.431623,-85.68606,"Tuskegee","Alabama","All","1930",9,0
32.431623,-85.68606,"Tuskegee","Alabama","Poetry","1930",1,0
32.431623,-85.68606,"Tuskegee","Alabama","Poetry","1940",1,0
32.431623,-85.68606,"Tuskegee","Alabama","All","1950",7,0
32.431623,-85.68606,"Tuskegee","Alabama","Poetry","1950",1,0
32.431623,-85.68606,"Tuskegee","Alabama","Poetry","All",3,0
43.614131,-72.970773,"Rutland","Vermont","All","All",1,0
43.614131,-72.970773,"Rutland","Vermont","All","1930",1,0
43.614131,-72.970773,"Rutland","Vermont","Poetry","1930",1,0
43.614131,-72.970773,"Rutland","Vermont","Poetry","All",1,0
40.7308,-74.1744,"Newark","New Jersey","All","1980",3,0
32.716289,-116.832332,"Jamul","California","All","All",1,0
32.716289,-116.832332,"Jamul","California","All","1930",1,0
32.716289,-116.832332,"Jamul","California","All","1940",1,0
42.357603,-71.068432,"Boston","Massachusetts","All","1890",5,0
42.357603,-71.068432,"Boston","Massachusetts","All","1880",3,0
42.357603,-71.068432,"Boston","Massachusetts","All","1910",5,0
42.357603,-71.068432,"Boston","Massachusetts","All","1930",4,0
42.357603,-71.068432,"Boston","Massachusetts","All","1940",4,0
42.357603,-71.068432,"Boston","Massachusetts","All","1950",3,0
42.106,-72.5977,"Springfield","Massachusetts","All","1980",2,0
41.308,-72.9286,"New Haven","Connecticut","All","1970",10,0
41.308,-72.9286,"New Haven","Connecticut","Health","1970",1,0
41.308,-72.9286,"New Haven","Connecticut","Health","All",1,0
39.716111,-83.877778,"Wilberforce","Ohio","Art","1990",1,0
39.716111,-83.877778,"Wilberforce","Ohio","Poetry","1990",2,0
39.716111,-83.877778,"Wilberforce","Ohio","Art","All",3,0
40.74838,-73.996705,"New York","New York","Civil rights","1910",2,0
40.74838,-73.996705,"New York","New York","Civil rights","1920",1,0
33.973093,-118.247896,"Los Angeles","California","Music","1970",5,0
42.125443,-87.846535,"Northbrook","Illinois","All","All",2,0
42.125443,-87.846535,"Northbrook","Illinois","All","1990",2,0
41.1669,-73.2052,"Bridgeport","Connecticut","All","1970",2,0
40.755851,-111.896657,"Salt Lake City","Utah","All","All",1,0
40.755851,-111.896657,"Salt Lake City","Utah","All","1970",1,0
40.755851,-111.896657,"Salt Lake City","Utah","Education","1970",1,0
40.755851,-111.896657,"Salt Lake City","Utah","Education","All",1,0
45.061132,-92.954847,"St. Paul","Minnesota","All","1890",1,0
45.061132,-92.954847,"St. Paul","Minnesota","All","1900",1,0
36.167028,-86.778441,"Nashville","Tennessee","All","1920",6,0
36.167028,-86.778441,"Nashville","Tennessee","Education","1920",2,0
36.167028,-86.778441,"Nashville","Tennessee","Education","1930",2,0
36.167028,-86.778441,"Nashville","Tennessee","Education","1940",2,0
36.167028,-86.778441,"Nashville","Tennessee","Education","1950",3,0
36.167028,-86.778441,"Nashville","Tennessee","Education","1960",5,0
36.167028,-86.778441,"Nashville","Tennessee","Education","All",6,0
37.2732,-76.7194,"Williamsburg","Virginia","All","All",3,0
37.2732,-76.7194,"Williamsburg","Virginia","All","1990",1,0
37.2732,-76.7194,"Williamsburg","Virginia","History","1990",1,0
37.2732,-76.7194,"Williamsburg","Virginia","History","All",1,0
41.873996,-72.272774,"Willington","Connecticut","All","1970",6,0
40.6854,-89.5953,"Peoria","Illinois","All","1940",2,0
25.779,-80.1982,"Miami","Florida","All","1940",3,0
32.7469,-97.3268,"Fort Worth","Texas","All","1960",4,0
40.887218,-74.559702,"Dover","New Jersey","All","All",1,0
40.887218,-74.559702,"Dover","New Jersey","All","1950",1,0
40.887218,-74.559702,"Dover","New Jersey","All","1960",1,0
40.887218,-74.559702,"Dover","New Jersey","All","1970",1,0
40.887218,-74.559702,"Dover","New Jersey","All","1980",1,0
40.261767,-76.883079,"Harrisburg","Pennsylvania","All","1940",1,0
41.885847,-87.618123,"Chicago","Illinois","Education","1930",3,0
33.973093,-118.247896,"Los Angeles","California","All","1940",17,0
40.694021,-73.99034,"Brooklyn","New York","Art","1980",3,0
40.694021,-73.99034,"Brooklyn","New York","Poetry","1980",2,0
40.694021,-73.99034,"Brooklyn","New York","Art","All",6,0
40.694021,-73.99034,"Brooklyn","New York","All","1930",2,0
40.74838,-73.996705,"New York","New York","Art","1930",1,0
36.167028,-86.778441,"Nashville","Tennessee","All","1910",8,0
36.167028,-86.778441,"Nashville","Tennessee","Music","1910",1,0
29.201168,-81.037071,"Daytona Beach","Florida","All","1940",1,0
40.74838,-73.996705,"New York","New York","History","1920",2,0
42.125962,-80.08601,"Erie","Pennsylvania","All","All",1,0
42.125962,-80.08601,"Erie","Pennsylvania","All","1940",1,0
41.0986,-80.6474,"Youngstown","Ohio","All","All",3,0
41.0986,-80.6474,"Youngstown","Ohio","All","1930",1,0
32.7469,-97.3268,"Fort Worth","Texas","All","1980",7,0
35.05099,-78.842255,"Fayetteville","North Carolina","All","All",7,0
35.05099,-78.842255,"Fayetteville","North Carolina","All","1980",4,0
31.558735,-110.344131,"Fort Huachuca","Arizona","All","All",3,0
31.558735,-110.344131,"Fort Huachuca","Arizona","All","1940",1,0
42.896659,-78.884575,"Buffalo","New York","All","1920",3,0
41.498972,-77.48891,"Cedar Run","Pennsylvania","All","All",1,0
41.498972,-77.48891,"Cedar Run","Pennsylvania","All","1930",1,0
41.498972,-77.48891,"Cedar Run","Pennsylvania","All","1940",1,0
42.896659,-78.884575,"Buffalo","New York","All","1930",1,0
31.558735,-110.344131,"Fort Huachuca","Arizona","All","1920",2,0
37.386228,-79.171464,"Lynchburg","Virginia","All","All",4,0
37.386228,-79.171464,"Lynchburg","Virginia","All","1990",1,0
37.386228,-79.171464,"Lynchburg","Virginia","Comic","1990",1,0
37.386228,-79.171464,"Lynchburg","Virginia","History","1990",1,0
37.386228,-79.171464,"Lynchburg","Virginia","Comic","All",1,0
37.386228,-79.171464,"Lynchburg","Virginia","History","All",1,0
40.681949,-75.623924,"Schnecksville","Pennsylvania","All","All",1,0
40.681949,-75.623924,"Schnecksville","Pennsylvania","All","1930",1,0
38.2435,-85.7639,"Louisville","Kentucky","All","1980",1,0
32.3743,-86.3118,"Montgomery","Alabama","All","1930",5,0
32.3743,-86.3118,"Montgomery","Alabama","Education","1930",1,0
32.431623,-85.68606,"Tuskegee","Alabama","All","1890",5,0
32.431623,-85.68606,"Tuskegee","Alabama","All","1910",7,0
32.431623,-85.68606,"Tuskegee","Alabama","All","1920",7,0
27.3348,-82.5375,"Sarasota","Florida","All","All",3,0
27.3348,-82.5375,"Sarasota","Florida","All","1950",1,0
32.84386,-83.598686,"Macon","Georgia","All","All",8,0
32.84386,-83.598686,"Macon","Georgia","All","1930",2,0
39.1063,-84.5356,"Cincinnati","Ohio","All","1920",2,0
39.1063,-84.5356,"Cincinnati","Ohio","Health","1920",1,0
39.1063,-84.5356,"Cincinnati","Ohio","Health","All",3,0
36.104349,-97.060868,"Stillwater","Oklahoma","All","All",1,0
36.104349,-97.060868,"Stillwater","Oklahoma","All","1900",1,0
30.505972,-97.747187,"Austin","Texas","All","1920",2,0
40.694021,-73.99034,"Brooklyn","New York","All","1910",1,0
30.428563,-84.259337,"Tallahassee","Florida","All","All",18,0
30.428563,-84.259337,"Tallahassee","Florida","All","1940",2,0
30.428563,-84.259337,"Tallahassee","Florida","All","1950",2,0
30.428563,-84.259337,"Tallahassee","Florida","All","1960",3,0
30.428563,-84.259337,"Tallahassee","Florida","All","1970",4,0
30.0759,-81.5803,"Jacksonville","Florida","All","All",20,0
30.0759,-81.5803,"Jacksonville","Florida","All","1930",4,0
30.0759,-81.5803,"Jacksonville","Florida","Education","1930",1,0
30.0759,-81.5803,"Jacksonville","Florida","Education","All",2,0
32.067631,-81.102394,"Savannah","Georgia","All","All",15,0
32.067631,-81.102394,"Savannah","Georgia","All","1940",4,0
32.067631,-81.102394,"Savannah","Georgia","Music","1940",1,0
32.067631,-81.102394,"Savannah","Georgia","Music","All",1,0
32.419719,-87.024527,"Selma","Alabama","All","1910",2,0
32.419719,-87.024527,"Selma","Alabama","Education","1910",1,0
32.419719,-87.024527,"Selma","Alabama","Education","All",2,0
38.384943,-82.503646,"Huntington","West Virginia","All","All",2,0
38.384943,-82.503646,"Huntington","West Virginia","All","1930",1,0
38.384943,-82.503646,"Huntington","West Virginia","Education","1930",1,0
38.384943,-82.503646,"Huntington","West Virginia","Education","All",1,0
38.383611,-81.765556,"Institute","West Virginia","All","All",23,0
38.383611,-81.765556,"Institute","West Virginia","All","1910",1,0
30.093056,-95.9875,"Prairie View","Texas","All","1900",1,0
30.093056,-95.9875,"Prairie View","Texas","Education","1900",1,0
30.093056,-95.9875,"Prairie View","Texas","Education","All",2,0
30.450731,-91.186954,"Baton Rouge","Louisiana","All","1910",2,0
38.674294,-121.77932,"Woodland","California","All","All",1,0
38.674294,-121.77932,"Woodland","California","All","1990",1,0
38.674294,-121.77932,"Woodland","California","Music","1990",1,0
38.674294,-121.77932,"Woodland","California","Music","All",1,0
39.213876,-94.63318,"Kansas City","Missouri","All","1990",4,0
39.213876,-94.63318,"Kansas City","Missouri","Poetry","1990",1,0
39.213876,-94.63318,"Kansas City","Missouri","Poetry","All",2,0
29.645029,-82.310046,"Gainesville","Florida","All","1970",1,0
29.645029,-82.310046,"Gainesville","Florida","All","1980",3,0
42.279379,-83.783998,"Ann Arbor","Michigan","All","1970",3,0
35.996725,-78.896613,"Durham","North Carolina","All","1970",7,0
32.325366,-95.292179,"Tyler","Texas","All","1940",2,0
39.405906,-84.522117,"Hamilton","Ohio","All","All",1,0
39.405906,-84.522117,"Hamilton","Ohio","All","1940",1,0
39.405906,-84.522117,"Hamilton","Ohio","All","1950",1,0
39.405906,-84.522117,"Hamilton","Ohio","All","1960",1,0
40.952138,-90.369807,"Galesburg","Illinois","All","All",1,0
40.952138,-90.369807,"Galesburg","Illinois","All","1900",1,0
40.952138,-90.369807,"Galesburg","Illinois","History","1900",1,0
40.952138,-90.369807,"Galesburg","Illinois","Poetry","1900",1,0
40.952138,-90.369807,"Galesburg","Illinois","History","All",1,0
40.952138,-90.369807,"Galesburg","Illinois","Poetry","All",1,0
39.1063,-84.5356,"Cincinnati","Ohio","All","1960",6,0
39.1063,-84.5356,"Cincinnati","Ohio","All","1970",7,0
33.401559,-86.705511,"Birmingham","Alabama","All","1980",4,0
33.401559,-86.705511,"Birmingham","Alabama","Civil rights","1980",1,0
37.423573,-122.161867,"Stanford","California","All","All",2,0
37.423573,-122.161867,"Stanford","California","All","1970",2,0
37.423573,-122.161867,"Stanford","California","Poetry","1970",1,0
37.423573,-122.161867,"Stanford","California","Poetry","All",1,0
40.694021,-73.99034,"Brooklyn","New York","All","1920",3,0
39.317824,-82.102011,"Athens","Ohio","All","1980",1,0
39.317824,-82.102011,"Athens","Ohio","Art","1980",1,0
33.973093,-118.247896,"Los Angeles","California","Education","1970",2,0
33.973093,-118.247896,"Los Angeles","California","History","1970",2,0
32.71852,-117.159316,"San Diego","California","All","All",8,0
32.71852,-117.159316,"San Diego","California","All","1990",3,0
37.012293,-89.181104,"Cairo","Illinois","All","All",2,0
37.012293,-89.181104,"Cairo","Illinois","All","1970",2,0
32.779506,-79.937069,"Charleston","South Carolina","All","1990",1,0
32.779506,-79.937069,"Charleston","South Carolina","Culture","1990",1,0
